epoch,acc,loss,val_acc,val_loss
0,0.7908822863949321,0.5043959265583685,0.8122448982024679,0.5400095409276534
1,0.7911090950734438,0.46022789456401453,0.6857142857142857,0.5800980037572433
2,0.7890678156825468,0.4240152298471343,0.7673469390187945,0.44050441968197723
3,0.7865729188805509,0.41264573254669623,0.8122448982024679,0.4855211278613733
4,0.7906554772838169,0.3985012422399635,0.8020408158399621,0.41997715672668146
5,0.7902018597780861,0.39334285766879945,0.8204081635085904,0.47144416205737055
6,0.7924699477528628,0.38972327778955307,0.8204081635085904,0.49775527618369275
7,0.7929235655019331,0.38331175226288117,0.822448979835121,0.4526861035093969
8,0.7938308007296967,0.3817705520698883,0.8183673471820597,0.4534282442258329
9,0.7963256975046549,0.3705359748443202,0.7836734689011866,0.4050595711688606
10,0.7999546380912562,0.3759518691703397,0.8204081635085904,0.4066850584380481
11,0.8040371967108241,0.3716604252011902,0.8142857137991457,0.38753343698929765
12,0.8072125198592889,0.3671016779095171,0.7142857137991457,0.576398841458924
13,0.8160580631204407,0.3622230215525784,0.8040816321664926,0.4563696625281353
14,0.8101610344103551,0.36251791290318675,0.8102040811460846,0.41981635969512315
15,0.8131095488127139,0.3564150330024827,0.7897959178807784,0.47602143372808187
16,0.8196870037070422,0.35721748171006235,0.8061224492228761,0.38935234120913914
17,0.816511680504502,0.3489189483149302,0.8,0.4216427217940895
18,0.8221819007253398,0.34666913608543237,0.8,0.41983954638850934
19,0.8196870039503816,0.3465091177235117,0.8000000002432842,0.4025264660922848
20,0.8251304150330666,0.3437295343551973,0.810204081632653,0.4095914579167658
21,0.8194601951502002,0.34387413596020017,0.795918367590223,0.4136095767118493
22,0.8230891359260656,0.34435275512018504,0.7999999995134315,0.4241580673626491
23,0.8215014743247955,0.34234009828121925,0.8040816326530612,0.41420838103002433
24,0.823315944726247,0.34259409069284935,0.7938775505338397,0.4302062367906376
25,0.8224087095255213,0.34386654512145187,0.8020408165698149,0.4198342567803908
26,0.8287593559306018,0.3408099404266022,0.7959183673469388,0.4311282061800665
27,0.822408709552559,0.34395093290166107,0.7999999995134315,0.4091836094856262
28,0.8253572239549178,0.34176092623420573,0.7979591831869008,0.4195157636185082
29,0.827852120824508,0.3425224098009597,0.7897959178807784,0.4265599329860843
30,0.8264912678071176,0.34038044149628516,0.7959183671036545,0.4104682883437799
31,0.827852120729876,0.3428625864259616,0.7816326528179403,0.40815393584115167
32,0.8271716941400676,0.34062008713480835,0.7999999995134315,0.4036825374681122
33,0.8269448854345182,0.3374096697881179,0.8020408160832464,0.4089517633525693
34,0.8283057383572766,0.34134259039270387,0.795918367590223,0.42634957566553233
35,0.8289861646361513,0.33962027948577,0.787755101797532,0.42111136402402605
36,0.8249036062058475,0.3412066510432592,0.7673469385322259,0.41262665086862993
37,0.8269448853128485,0.34061587720021125,0.7938775512636924,0.4173601966731402
38,0.8262644589123042,0.33960233782526855,0.787755101797532,0.4238674590782243
39,0.8237695623266099,0.340369987214712,0.7938775507771239,0.40948710660545196
40,0.8317078702383286,0.3388297363429633,0.7938775507771239,0.4018756855507286
